rgn_id,year,gdp_krw
1,2000,635e12
1,2001,688e12
1,2002,762e12
1,2003,811e12
1,2004,876e12
1,2005,92e13
1,2006,966e12
1,2007,104e13
1,2008,11e14
1,2009,115e13
1,2010,127e13
1,2011,133e13
1,2012,138e13
1,2013,143e13
1,2014,149e13
1,2015,156e13
1,2016,164e13
2,2000,635e12
2,2001,688e12
2,2002,762e12
2,2003,811e12
2,2004,876e12
2,2005,92e13
2,2006,966e12
2,2007,104e13
2,2008,11e14
2,2009,115e13
2,2010,127e13
2,2011,133e13
2,2012,138e13
2,2013,143e13
2,2014,149e13
2,2015,156e13
2,2016,164e13
3,2000,635e12
3,2001,688e12
3,2002,762e12
3,2003,811e12
3,2004,876e12
3,2005,92e13
3,2006,966e12
3,2007,104e13
3,2008,11e14
3,2009,115e13
3,2010,127e13
3,2011,133e13
3,2012,138e13
3,2013,143e13
3,2014,149e13
3,2015,156e13
3,2016,164e13
4,2000,635e12
4,2001,688e12
4,2002,762e12
4,2003,811e12
4,2004,876e12
4,2005,92e13
4,2006,966e12
4,2007,104e13
4,2008,11e14
4,2009,115e13
4,2010,127e13
4,2011,133e13
4,2012,138e13
4,2013,143e13
4,2014,149e13
4,2015,156e13
4,2016,164e13
5,2000,635e12
5,2001,688e12
5,2002,762e12
5,2003,811e12
5,2004,876e12
5,2005,92e13
5,2006,966e12
5,2007,104e13
5,2008,11e14
5,2009,115e13
5,2010,127e13
5,2011,133e13
5,2012,138e13
5,2013,143e13
5,2014,149e13
5,2015,156e13
5,2016,164e13
6,2000,635e12
6,2001,688e12
6,2002,762e12
6,2003,811e12
6,2004,876e12
6,2005,92e13
6,2006,966e12
6,2007,104e13
6,2008,11e14
6,2009,115e13
6,2010,127e13
6,2011,133e13
6,2012,138e13
6,2013,143e13
6,2014,149e13
6,2015,156e13
6,2016,164e13
7,2000,635e12
7,2001,688e12
7,2002,762e12
7,2003,811e12
7,2004,876e12
7,2005,92e13
7,2006,966e12
7,2007,104e13
7,2008,11e14
7,2009,115e13
7,2010,127e13
7,2011,133e13
7,2012,138e13
7,2013,143e13
7,2014,149e13
7,2015,156e13
7,2016,164e13
8,2000,635e12
8,2001,688e12
8,2002,762e12
8,2003,811e12
8,2004,876e12
8,2005,92e13
8,2006,966e12
8,2007,104e13
8,2008,11e14
8,2009,115e13
8,2010,127e13
8,2011,133e13
8,2012,138e13
8,2013,143e13
8,2014,149e13
8,2015,156e13
8,2016,164e13
9,2000,635e12
9,2001,688e12
9,2002,762e12
9,2003,811e12
9,2004,876e12
9,2005,92e13
9,2006,966e12
9,2007,104e13
9,2008,11e14
9,2009,115e13
9,2010,127e13
9,2011,133e13
9,2012,138e13
9,2013,143e13
9,2014,149e13
9,2015,156e13
9,2016,164e13
10,2000,635e12
10,2001,688e12
10,2002,762e12
10,2003,811e12
10,2004,876e12
10,2005,92e13
10,2006,966e12
10,2007,104e13
10,2008,11e14
10,2009,115e13
10,2010,127e13
10,2011,133e13
10,2012,138e13
10,2013,143e13
10,2014,149e13
10,2015,156e13
10,2016,164e13
11,2000,635e12
11,2001,688e12
11,2002,762e12
11,2003,811e12
11,2004,876e12
11,2005,92e13
11,2006,966e12
11,2007,104e13
11,2008,11e14
11,2009,115e13
11,2010,127e13
11,2011,133e13
11,2012,138e13
11,2013,143e13
11,2014,149e13
11,2015,156e13
11,2016,164e13
