region_id,year,jobs_sum,wages_avg,jobs_sum_first,wages_avg_first,x_jobs,x_wages,score
1,2010,0.024380573836354554,346285306.11049485,0.024380573836354554,346285306.11049485,1,1,100
1,2013,0.02677916138931293,411248973.05061466,0.024380573836354554,346285306.11049485,1,1,100
2,2010,0.006868880921246841,59427076.67497703,0.006868880921246841,59427076.67497703,1,1,100
2,2013,0.006335129856453812,67903762.58567232,0.006868880921246841,59427076.67497703,0.9222943197134151,1,96.11471598567076
3,2010,0.1659488737441014,195586674.40225807,0.1659488737441014,195586674.40225807,1,1,100
3,2013,0.20747780913799269,189153980.21377283,0.1659488737441014,195586674.40225807,1,0.9671107747593516,98.35553873796758
4,2010,7.636604700541315e-4,33541999.154320102,7.636604700541315e-4,33541999.154320102,1,1,100
4,2013,7.270356870426708e-4,35562337.140312225,7.636604700541315e-4,33541999.154320102,0.952040488610253,1,97.60202443051264
5,2010,0.007831619153811956,70419694.07621369,0.007831619153811956,70419694.07621369,1,1,100
5,2013,0.006850928498249541,69080781.35539055,0.007831619153811956,70419694.07621369,0.8747780457269715,0.9809866722883791,92.78823590076752
6,2010,0.01729152005095419,69835689.24741812,0.01729152005095419,69835689.24741812,1,1,100
6,2013,0.012647547147781938,65492412.10427546,0.01729152005095419,69835689.24741812,0.7314306151519637,0.9378071987267852,83.46189069393745
7,2010,0.009697416501593227,49164386.02907528,0.009697416501593227,49164386.02907528,1,1,100
7,2013,0.009634672626190515,57787759.406957135,0.009697416501593227,49164386.02907528,0.9935298359730755,1,99.67649179865377
8,2010,0.08758546671540111,63893402.77793032,0.08758546671540111,63893402.77793032,1,1,100
8,2013,0.08023504871691914,57760991.06220082,0.08758546671540111,63893402.77793032,0.916077195519591,0.904021206429661,91.00492009746259
9,2010,0.008859539856164859,88002268.47224815,0.008859539856164859,88002268.47224815,1,1,100
9,2013,0.008916476309883658,91654134.2029754,0.008859539856164859,88002268.47224815,1,1,100
10,2010,0.10972457995409238,72584753.25916244,0.10972457995409238,72584753.25916244,1,1,100
10,2013,0.09446184610747958,76990040.68755439,0.10972457995409238,72584753.25916244,0.8608995919328325,1,93.04497959664162
11,2010,0.035296069512506724,76352528.18749931,0.035296069512506724,76352528.18749931,1,1,100
11,2013,0.030789796616475667,82308284.35392189,0.035296069512506724,76352528.18749931,0.8723293284983384,1,93.61646642491692
12,2010,0.005680483084403023,797552833.7378684,0.005680483084403023,797552833.7378684,1,1,100
12,2013,0.005680532977352925,797125245.325419,0.005680483084403023,797552833.7378684,1,0.9994638744991406,99.97319372495703
13,2010,4.8769397788691823e-4,156070662.9727662,4.8769397788691823e-4,156070662.9727662,1,1,100
13,2013,3.9698670573568717e-4,165786217.92047432,4.8769397788691823e-4,156070662.9727662,0.8140078076332873,1,90.70039038166436
14,2010,7.433146277238594e-5,35612962.984115124,7.433146277238594e-5,35612962.984115124,1,1,100
14,2013,3.294126541780749e-5,41491749.891209744,7.433146277238594e-5,35612962.984115124,0.4431671890902857,1,72.15835945451428
15,2010,1.0602209485498409e-4,11517643.661244795,1.0602209485498409e-4,11517643.661244795,1,1,100
15,2013,7.379394478164421e-5,13511542.914354874,1.0602209485498409e-4,11517643.661244795,0.6960242096949584,1,84.80121048474791
16,2010,6.052855423132671e-4,157688125.44178537,6.052855423132671e-4,157688125.44178537,1,1,100
16,2013,6.699802337428052e-4,185220074.653911,6.052855423132671e-4,157688125.44178537,1,1,100
